run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,FLASH_FUSION,1,0.0,llm_judge_score,30.009026765823364,0.00028627,358,95,False,False,,timeout
1,FLASH_FUSION,2,0.0,llm_judge_score,30.002968788146973,0.00032762,408,110,False,False,,timeout
1,FLASH_FUSION,3,0.0,llm_judge_score,30.001485109329224,0.00038161,458,141,False,False,,timeout
1,FLASH_FUSION,4,0.0,llm_judge_score,30.014660835266113,0.00060782,666,272,False,False,,timeout
1,FLASH_FUSION,5,0.0,guardrail_skip_unexpected_rejection,17.642148971557617,0.00040856,343,261,False,True,,"S1,S2,S3,guardrail"
1,FLASH_FUSION,6,0.0,llm_judge_score,30.00800323486328,0.0005869199999999,652,256,False,False,,timeout
1,FLASH_FUSION,7,0.0,llm_judge_score,30.013752222061157,0.0005707399999999,646,240,False,False,,timeout
1,FLASH_FUSION,8,0.0,llm_judge_score,30.003663063049316,0.00032625,403,112,False,False,,timeout
1,FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,18.303987979888916,0.0004182799999999,326,286,False,True,,"S1,S2,S3,guardrail"
1,FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,17.55529284477234,0.00044945,340,315,False,True,,"S1,S2,S3,guardrail"
1,FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,16.76394510269165,0.0003763,291,259,False,True,,"S1,S2,S3,guardrail"
1,FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,16.531972885131836,0.00034946,283,231,False,True,,"S1,S2,S3,guardrail"
2,FLASH_FUSION,1,0.0,llm_judge_score,30.00249290466309,0.00028351,356,93,False,False,,timeout
2,FLASH_FUSION,2,0.0,llm_judge_score,30.01123833656311,0.00031895,400,105,False,False,,timeout
2,FLASH_FUSION,3,0.0,llm_judge_score,30.007472276687626,0.00036171,439,130,False,False,,timeout
2,FLASH_FUSION,4,0.0,llm_judge_score,30.003192901611328,0.00063875,697,288,False,False,,timeout
2,FLASH_FUSION,5,0.0,llm_judge_score,30.010478019714355,0.0007951099999999,879,350,False,False,,timeout
2,FLASH_FUSION,6,0.0,llm_judge_score,30.003219842910767,0.00073323,746,371,False,False,,timeout
2,FLASH_FUSION,7,0.0,llm_judge_score,30.010467767715458,0.00051365,572,223,False,False,,timeout
2,FLASH_FUSION,8,0.0,llm_judge_score,30.00272488594055,0.00034753,423,124,False,False,,timeout
2,FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,18.57528614997864,0.00047269,366,325,False,True,,"S1,S2,S3,guardrail"
2,FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,17.128443717956543,0.00049104,373,343,False,True,,"S1,S2,S3,guardrail"
2,FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,16.858540058135986,0.00035972,287,241,False,True,,"S1,S2,S3,guardrail"
2,FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,16.833274841308594,0.0004275299999999,339,288,False,True,,"S1,S2,S3,guardrail"
3,FLASH_FUSION,1,0.0,llm_judge_score,30.007463932037354,0.00028351,356,93,False,False,,timeout
3,FLASH_FUSION,2,0.0,llm_judge_score,30.010311126708984,0.0003487,429,121,False,False,,timeout
3,FLASH_FUSION,3,0.0,llm_judge_score,30.010696172714233,0.00037944,457,139,False,False,,timeout
3,FLASH_FUSION,4,0.0,llm_judge_score,30.00253391265869,0.00051047,580,213,False,False,,timeout
3,FLASH_FUSION,5,0.0,guardrail_skip_unexpected_rejection,17.930800914764404,0.0004552699999999,382,291,False,True,,"S1,S2,S3,guardrail"
3,FLASH_FUSION,6,0.0,llm_judge_score,30.013102054595947,0.0005615,629,241,False,False,,timeout
3,FLASH_FUSION,7,0.0,llm_judge_score,30.01055693626404,0.0007346799999999,719,393,False,False,,timeout
3,FLASH_FUSION,8,0.0,llm_judge_score,30.0071759223938,0.00032625,403,112,False,False,,timeout
3,FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,18.53061604499817,0.00058784,442,414,False,True,,"S1,S2,S3,guardrail"
3,FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,17.0950870513916,0.00053717,407,376,False,True,,"S1,S2,S3,guardrail"
3,FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,17.211268186569214,0.00047446,369,325,False,True,,"S1,S2,S3,guardrail"
3,FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,17.11817193031311,0.00045219,350,311,False,True,,"S1,S2,S3,guardrail"
