query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,HARGPT_PAPER,0.0,7.034130096435547,0.00035622,265,253,0.0
1,Direct,HARGPT_PAPER,0.0,7.545485973358154,0.00046603,265,392,0.0
1,Direct,HARGPT_PAPER,0.0,6.785562992095947,0.00031277,265,198,0.0
2,Direct,HARGPT_PAPER,0.0,6.726588010787964,0.0002227,269,81,0.0
2,Direct,HARGPT_PAPER,0.0,7.033531904220581,0.00032461,269,210,0.0
2,Direct,HARGPT_PAPER,0.0,6.936145782470703,0.0002227,269,81,0.0
3,Direct,HARGPT_PAPER,0.0,7.191319942474365,0.0003649,269,261,0.0
3,Direct,HARGPT_PAPER,0.0,7.227427005767822,0.00045101,269,370,0.0
3,Direct,HARGPT_PAPER,0.0,7.59638786315918,0.0004533799999999,269,373,0.0
4,Direct,HARGPT_PAPER,0.0,7.433397054672241,0.00030308,270,182,0.0
4,Direct,HARGPT_PAPER,0.0,6.739070177078247,0.00033626,270,224,0.0
4,Direct,HARGPT_PAPER,0.0,7.072605848312378,0.00030308,270,182,0.0
5,Reasoning,HARGPT_PAPER,0.0,8.690438985824585,0.00060167,282,551,0.0
5,Reasoning,HARGPT_PAPER,0.0,7.412669897079468,0.00048712,282,406,0.0
5,Reasoning,HARGPT_PAPER,0.0,9.333043813705444,0.00071069,282,689,0.0
6,Reasoning,HARGPT_PAPER,0.0,5.25136399269104,0.00062856,270,594,0.0
6,Reasoning,HARGPT_PAPER,0.0,6.611471891403198,0.0012897899999999,270,1431,0.0
6,Reasoning,HARGPT_PAPER,0.0,4.792824029922485,0.00060328,270,562,0.0
7,Reasoning,HARGPT_PAPER,0.0,7.7523791790008545,0.00039334,269,297,0.0
7,Reasoning,HARGPT_PAPER,0.0,7.386309146881104,0.00042336,269,335,0.0
7,Reasoning,HARGPT_PAPER,0.0,7.511285066604614,0.0003696399999999,269,267,0.0
8,Reasoning,HARGPT_PAPER,0.0,8.704072952270508,0.00054265,269,486,0.0
8,Reasoning,HARGPT_PAPER,0.0,9.467373847961426,0.0008373199999999,269,859,0.0
8,Reasoning,HARGPT_PAPER,0.0,8.134063243865967,0.0004913,269,421,0.0
9,Out-of-Scope,HARGPT_PAPER,0.0,8.161855936050415,0.00059123,271,546,0.0
9,Out-of-Scope,HARGPT_PAPER,0.0,8.001126050949097,0.0005201299999999,271,456,0.0
9,Out-of-Scope,HARGPT_PAPER,1.0,8.059986352920532,0.00051144,271,445,100.0
10,Out-of-Scope,HARGPT_PAPER,1.0,3.0829620361328125,0.00028669,269,162,100.0
10,Out-of-Scope,HARGPT_PAPER,1.0,3.046036958694458,0.00032698,269,213,100.0
10,Out-of-Scope,HARGPT_PAPER,1.0,3.278059959411621,0.0002937999999999,269,171,100.0
11,Out-of-Scope,HARGPT_PAPER,1.0,3.9627487659454346,0.00040361,269,310,100.0
11,Out-of-Scope,HARGPT_PAPER,1.0,3.603247880935669,0.00039176,269,295,100.0
11,Out-of-Scope,HARGPT_PAPER,1.0,3.1457769870758057,0.0002945899999999,269,172,100.0
12,Out-of-Scope,HARGPT_PAPER,1.0,8.143733978271484,0.00050295,270,435,100.0
12,Out-of-Scope,HARGPT_PAPER,1.0,8.125823974609375,0.00056694,270,516,100.0
12,Out-of-Scope,HARGPT_PAPER,1.0,7.454308271408081,0.00038919,270,291,100.0
