run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,HARGPT_PAPER,1,0.0,llm_judge_score,0.8173880577087402,0.00014256,93,111,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,2,0.0,llm_judge_score,1.3966689109802246,0.00021919,93,208,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,3,0.0,llm_judge_score,1.3148667812347412,0.00020734,93,193,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,4,0.0,llm_judge_score,1.5243468284606934,0.00018383,96,161,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,5,0.0,llm_judge_score,2.2579410076141357,0.00046761,107,512,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,6,0.0,llm_judge_score,1.700200080871582,0.00028236,105,279,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,7,0.0,llm_judge_score,1.626554012298584,0.00028848,106,286,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,8,0.0,llm_judge_score,2.2394957542419434,0.00037697,102,401,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,9,0.0,llm_judge_score,2.9450199604034424,0.00048166,96,538,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,10,1.0,llm_judge_score,1.6397087574005127,0.00031774,94,332,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,11,1.0,llm_judge_score,2.0929510593414307,0.0003434199999999,92,366,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
1,HARGPT_PAPER,12,1.0,llm_judge_score,2.3637328147888184,0.00040878,97,445,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,1,0.0,llm_judge_score,0.7252771854400635,0.0001394,93,107,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,2,0.0,llm_judge_score,1.6019940376281738,0.00021919,93,208,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,3,0.0,llm_judge_score,1.4060709476470947,0.00022393,93,214,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,4,0.0,llm_judge_score,1.3247768878936768,0.00019015,96,169,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,5,0.0,llm_judge_score,2.335369825363159,0.0004763,107,523,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,6,0.0,llm_judge_score,1.9253308773040771,0.00029184,105,291,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,7,0.0,llm_judge_score,2.1399428844451904,0.00038565,106,409,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,8,0.0,llm_judge_score,2.21303391456604,0.00039119,102,419,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,9,1.0,llm_judge_score,2.5466268062591553,0.00041609,96,455,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,10,0.0,llm_judge_score,1.7690582275390625,0.00033038,94,348,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,11,1.0,llm_judge_score,1.9005019664764404,0.00033157,92,351,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
2,HARGPT_PAPER,12,1.0,llm_judge_score,2.4171769618988037,0.00043801,97,482,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,1,0.0,llm_judge_score,1.0217070579528809,0.00014572,93,115,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,2,0.0,llm_judge_score,1.3173651695251465,0.00020892,93,195,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,3,0.0,llm_judge_score,1.924142837524414,0.00022393,93,214,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,4,0.0,llm_judge_score,1.0206549167633057,0.00018541,96,163,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,5,0.0,llm_judge_score,3.1521148681640625,0.00043285,107,468,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,6,0.0,llm_judge_score,1.535325050354004,0.00028631,105,284,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,7,0.0,llm_judge_score,1.9150400161743164,0.00032403,106,331,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,8,0.0,llm_judge_score,3.1884119510650635,0.00056499,102,639,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
3,HARGPT_PAPER,9,0.0,llm_judge_score,1.6931309700012207,0.00028653,96,291,False,False,,"hargpt_scope,hargpt_bus_window,hargpt_bus_infer,hargpt_bus_parse"
