baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,4.25922417640686,0.0001578,1484,47,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.5633632499993837,2.6513437910034554,0.000644959003693657,0.0,0.0438092090007558,0.0,0.0,0.0,0.0,0.0,1563.3632499993837,2651.3437910034554,0.644959003693657,0.0,43.8092090007558,0.0
FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,2.7329599857330322,0.0001583,1489,47,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1146740830008639,2.5805062920007913,0.0009701239978312515,0.0,0.03636883299986948,0.0,0.0,0.0,0.0,0.0,114.6740830008639,2580.5062920007913,0.9701239978312515,0.0,36.36883299986948,0.0
FLASH_FUSION_CACHE,hit,3,1.0,llm_judge_score,2.717730760574341,0.0001557,1449,54,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.11010712499773945,2.5639161250001052,0.0009893749993352685,0.0,0.04271616700134473,0.0,0.0,0.0,0.0,0.0,110.10712499773945,2563.9161250001052,0.9893749993352685,0.0,42.71616700134473,0.0
FLASH_FUSION_CACHE,hit,4,1.0,llm_judge_score,3.62156081199646,0.0001721,1513,104,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,FILTER_NOT_EMPTY,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.11012770800152794,3.367813583001407,0.0007914160014479421,0.0,0.14266708300056052,0.0,0.0,0.0,0.0,0.0,110.12770800152794,3367.813583001407,0.7914160014479421,0.0,142.66708300056052,0.0
FLASH_FUSION_CACHE,miss,5,1.0,llm_judge_score,12.137771844863892,0.0018433500000000001,8005,414,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,AGGREGATE_GROUPS",False,0.0,0,0,0.0,True,5.305404186248779,6369,215,0.00163995,0.0,0.0,0.0,5.305433034896851,1.9626846249993832,4.188524166998832,0.0007512910015066154,0.0,0.6747338771820068,0.0,0.0,0.0,0.0,5305.433034896851,1962.6846249993832,4188.524166998832,0.7512910015066154,0.0,674.7338771820068,0.0
FLASH_FUSION_CACHE,hit,6,1.0,llm_judge_score,5.6141197681427,0.0001971,1557,207,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0018108750009560026,4.438120082999376,0.0003450840013101697,0.0,1.1734058339970943,0.0,0.0,0.0,0.0,0.0,1.8108750009560026,4438.120082999376,0.3450840013101697,0.0,1173.4058339970943,0.0
FLASH_FUSION_CACHE,miss,7,1.0,llm_judge_score,8.668252944946289,0.0017933299999999999,7982,391,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,True,3.565463066101074,6360,205,0.00159393,0.0,0.0,0.0,3.565505027770996,0.0017643749997660052,4.174786874998972,0.0009202080000250135,0.0,0.9147152900695801,0.0,0.0,0.0,0.0,3565.505027770996,1.7643749997660052,4174.786874998972,0.9202080000250135,0.0,914.7152900695801,0.0
FLASH_FUSION_CACHE,hit,8,1.0,llm_judge_score,2.940119981765747,0.0001583,1489,47,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.10996191699814517,2.7952904160010803,0.0012257499984116293,0.0,0.033520999997563194,0.0,0.0,0.0,0.0,0.0,109.96191699814517,2795.2904160010803,1.2257499984116293,0.0,33.520999997563194,0.0
FLASH_FUSION_CACHE,hit,9,1.0,guardrail_skip_expected_rejection,2.3959600925445557,3.65e-05,325,20,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0017929999994521495,0.0,0.0,2.393812207999872,0.0,0.0,0.0,0.0,0.0,0.0,1.7929999994521495,0.0,0.0,2393.812207999872,0.0,0.0
FLASH_FUSION_CACHE,hit,10,1.0,guardrail_skip_expected_rejection,2.3909718990325928,3.56e-05,320,18,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0006745840000803582,0.0,0.0,2.3899960000017018,0.0,0.0,0.0,0.0,0.0,0.0,0.6745840000803582,0.0,0.0,2389.9960000017018,0.0,0.0
