baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,cache_grounding_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,cache_grounding_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION_CACHE,1,1.0,llm_judge_score,0.8504457473754883,0.0001157,1067,45,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8217732920002163,0.005199750001338543,0.0,0.0,0.0,0.0,0.0,821.7732920002163,5.199750001338543,0.0
FLASH_FUSION_CACHE,2,0.0,llm_judge_score,1.0584907531738281,0.0001147,1047,50,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_NOT_EMPTY,FILTER_COMPARE,COUNT_DISTINCT",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8302718750001077,0.20928591600022628,0.0,0.0,0.0,0.0,0.0,830.2718750001077,209.28591600022628,0.0
FLASH_FUSION_CACHE,3,1.0,llm_judge_score,1.1122980117797852,0.0001205,1077,64,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.088789250001355,0.0054297089991450775,0.0,0.0,0.0,0.0,0.0,1088.789250001355,5.4297089991450775,0.0
FLASH_FUSION_CACHE,4,1.0,llm_judge_score,0.8829808235168457,0.0001155,1073,41,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8515242090015818,0.014615166001021862,0.0,0.0,0.0,0.0,0.0,851.5242090015818,14.615166001021862,0.0
FLASH_FUSION_CACHE,5,1.0,llm_judge_score,4.104594945907593,0.004654455,3816,260,True,False,N/A,"cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,True,3.914198875427246,3816,260,0.004654455,0.0,0.0,0.0,3.914231061935425,0.0,0.18898892402648926,0.0,0.0,0.0,0.0,3914.231061935425,0.0,188.98892402648926,0.0
FLASH_FUSION_CACHE,6,1.0,llm_judge_score,6.345890760421753,0.00970203,8431,401,True,False,N/A,"cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",False,0.0,0,0,0.0,True,5.909326076507568,8431,401,0.00970203,0.0,0.0,0.0,5.909358024597168,0.0,0.4351508617401123,0.0,0.0,0.0,0.0,5909.358024597168,0.0,435.1508617401123,0.0
FLASH_FUSION_CACHE,7,1.0,llm_judge_score,2.8158650398254395,0.0001423,1115,154,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.783365875000527,0.0152548329988349,0.0,0.0,0.0,0.0,0.0,2783.365875000527,15.2548329988349,0.0
FLASH_FUSION_CACHE,8,1.0,llm_judge_score,5.122398138046265,0.00177027,4946,361,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,True,3.520048141479492,3806,206,0.00138177,0.0,0.0,0.0,3.5200750827789307,1.4156152919986198,0.16976165771484375,0.0,0.0,0.0,0.0,3520.0750827789307,1415.6152919986198,169.76165771484375,0.0
FLASH_FUSION_CACHE,9,1.0,guardrail_skip_expected_rejection,0.8518290519714355,3.5e-05,296,27,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8513107500002661,0.0,0.0,0.0,0.0,0.0,0.0,851.3107500002661,0.0,0.0
FLASH_FUSION_CACHE,10,1.0,guardrail_skip_expected_rejection,0.6597669124603271,3.35e-05,297,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6592099999998027,0.0,0.0,0.0,0.0,0.0,0.0,659.2099999998027,0.0,0.0
FLASH_FUSION_CACHE,11,1.0,guardrail_skip_expected_rejection,0.6621432304382324,3.42e-05,296,23,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6618167920005362,0.0,0.0,0.0,0.0,0.0,0.0,661.8167920005362,0.0,0.0
FLASH_FUSION_CACHE,12,1.0,guardrail_skip_expected_rejection,0.8764529228210449,3.72e-05,300,36,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.875938416000281,0.0,0.0,0.0,0.0,0.0,0.0,875.938416000281,0.0,0.0
