baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms,dataset,fraction,fraction_tag,sample_rows,full_rows
FLASH_FUSION,1,1.0,llm_judge_score,11.520717144012451,0.0027562999999999997,4507,123,True,False,N/A,"S1,S2,guardrail,S3,agent",1.3613080978393555,2.9691381454467773,1.3524630069732666,0.906512975692749,4.925010919570923,1361.3080978393555,2969.1381454467773,1352.4630069732666,906.512975692749,4925.010919570923,bus,0.2,20,243,1219
FLASH_FUSION,2,1.0,llm_judge_score,21.34370732307434,0.00284175,4613,152,True,False,N/A,"S1,S2,guardrail,S3,agent",0.5766749382019043,11.773711204528809,3.231766939163208,0.631598949432373,5.124897003173828,576.6749382019043,11773.711204528809,3231.766939163208,631.598949432373,5124.897003173828,bus,0.2,20,243,1219
FLASH_FUSION,3,1.0,llm_judge_score,22.95171093940735,0.00298677,4670,293,True,False,N/A,"S1,S2,guardrail,S3,agent",1.2270679473876953,1.0264232158660889,3.1324970722198486,2.047883987426758,15.512486219406128,1227.0679473876953,1026.4232158660889,3132.4970722198486,2047.8839874267578,15512.486219406128,bus,0.2,20,243,1219
FLASH_FUSION,4,1.0,llm_judge_score,20.946631908416748,0.00294619,4707,214,True,False,N/A,"S1,S2,guardrail,S3,agent",2.223426103591919,3.7872588634490967,5.306274175643921,0.6123008728027344,9.012428998947144,2223.426103591919,3787.2588634490967,5306.274175643921,612.3008728027344,9012.428998947144,bus,0.2,20,243,1219
FLASH_FUSION,5,1.0,llm_judge_score,66.9692029953003,0.0035415399999999997,5226,580,True,False,N/A,"S1,S2,guardrail,S3,agent",1.0163631439208984,3.4845669269561768,3.885763168334961,0.30446624755859375,58.272669076919556,1016.3631439208984,3484.5669269561768,3885.763168334961,304.46624755859375,58272.669076919556,bus,0.2,20,243,1219
FLASH_FUSION,6,1.0,llm_judge_score,25.993791818618774,0.00368939,5415,626,True,False,N/A,"S1,S2,guardrail,S3,agent",0.8940958976745605,2.9740328788757324,10.380006790161133,0.6299600601196289,11.110450029373169,894.0958976745605,2974.0328788757324,10380.006790161133,629.9600601196289,11110.450029373169,bus,0.2,20,243,1219
FLASH_FUSION,7,1.0,llm_judge_score,22.83739686012268,0.0034558600000000003,5212,482,True,False,N/A,"S1,S2,guardrail,S3,agent",1.3065500259399414,1.1008272171020508,4.760110855102539,0.5873558521270752,15.077652931213379,1306.5500259399414,1100.8272171020508,4760.110855102539,587.3558521270752,15077.652931213379,bus,0.2,20,243,1219
FLASH_FUSION,8,0.0,llm_judge_score,23.087396144866943,0.0034621900000000004,5208,493,True,False,N/A,"S1,S2,guardrail,S3,agent",0.6954629421234131,2.9499399662017822,8.643839120864868,1.2575860023498535,9.535555839538574,695.4629421234131,2949.939966201782,8643.839120864868,1257.5860023498535,9535.555839538574,bus,0.2,20,243,1219
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,8.803650140762329,0.0015580300000000002,2389,188,False,True,N/A,"S1,S2,guardrail",1.165543794631958,6.182013750076294,0.0,1.451289176940918,0.0,1165.543794631958,6182.013750076294,0.0,1451.289176940918,0.0,bus,0.2,20,243,1219
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,5.617700815200806,0.0015804400000000002,2431,185,False,True,N/A,"S1,S2,guardrail",1.085143804550171,3.5615851879119873,0.0,0.9665970802307129,0.0,1085.143804550171,3561.5851879119873,0.0,966.5970802307129,0.0,bus,0.2,20,243,1219
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,5.055556058883667,0.0015211600000000001,2364,160,False,True,N/A,"S1,S2,guardrail",1.6201879978179932,1.4944450855255127,0.0,1.9367780685424805,0.0,1620.1879978179932,1494.4450855255127,0.0,1936.7780685424805,0.0,bus,0.2,20,243,1219
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,19.282697916030884,0.00158719,2417,204,False,True,N/A,"S1,S2,guardrail",2.9984629154205322,4.844924211502075,0.0,11.434631824493408,0.0,2998.462915420532,4844.924211502075,0.0,11434.631824493408,0.0,bus,0.2,20,243,1219
