baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms,dataset,fraction,fraction_tag,sample_rows,full_rows
FLASH_FUSION,1,1.0,llm_judge_score,16.462130069732666,0.00034216,438,106,True,False,N/A,"S1,S2,S3,guardrail,agent",1.2643346786499023,2.08916974067688,2.634436845779419,1.9332091808319092,6.692255973815918,1264.3346786499023,2089.16974067688,2634.436845779419,1933.2091808319092,6692.255973815918,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,2,1.0,llm_judge_score,20.815144062042236,0.00040319,516,125,True,False,N/A,"S1,S2,S3,guardrail,agent",1.801252841949463,0.6919031143188477,1.410201072692871,2.3478379249572754,11.457092046737671,1801.252841949463,691.9031143188477,1410.201072692871,2347.8379249572754,11457.09204673767,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,3,1.0,llm_judge_score,24.26251792907715,0.00048435000000000004,600,165,True,False,N/A,"S1,S2,S3,guardrail,agent",1.0575830936431885,2.4972429275512695,5.4745259284973145,2.187636137008667,9.931252002716064,1057.5830936431885,2497.2429275512695,5474.525928497314,2187.636137008667,9931.252002716064,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,4,0.0,llm_judge_score,41.466020822525024,0.00065463,902,155,True,False,N/A,"S1,S2,S3,guardrail,agent",4.125448942184448,2.20055890083313,1.7896440029144287,1.826296091079712,28.232352018356323,4125.448942184448,2200.55890083313,1789.6440029144287,1826.296091079712,28232.352018356323,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,5,0.0,guardrail_skip_unexpected_rejection,14.630146265029907,0.00033442,295,203,False,True,N/A,"S1,S2,S3,guardrail",1.457467794418335,1.7724828720092773,5.314399003982544,2.57253098487854,0.0,1457.467794418335,1772.4828720092773,5314.399003982544,2572.53098487854,0.0,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,6,1.0,llm_judge_score,24.87890386581421,0.0007988299999999999,892,345,True,False,N/A,"S1,S2,S3,guardrail,agent",1.13850998878479,4.667334794998169,3.1425740718841553,2.022160053253174,12.049707889556885,1138.50998878479,4667.334794998169,3142.5740718841553,2022.1600532531738,12049.707889556885,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,7,1.0,llm_judge_score,39.843538999557495,0.0008105,885,365,True,False,N/A,"S1,S2,S3,guardrail,agent",7.0285398960113525,2.1477229595184326,4.567368984222412,2.0812950134277344,20.643536806106567,7028.5398960113525,2147.7229595184326,4567.368984222412,2081.2950134277344,20643.536806106567,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,8,1.0,llm_judge_score,24.064441204071045,0.00038667000000000004,488,125,True,False,N/A,"S1,S2,S3,guardrail,agent",0.8691539764404297,1.367342233657837,5.240323066711426,2.075805902481079,10.98633098602295,869.1539764404297,1367.342233657837,5240.323066711426,2075.805902481079,10986.33098602295,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,19.652993202209473,0.00041887,327,286,False,True,N/A,"S1,S2,S3,guardrail",0.9785017967224121,4.8268208503723145,7.398496150970459,3.9365310668945312,0.0,978.5017967224121,4826.820850372314,7398.496150970459,3936.5310668945312,0.0,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,25.70563769340515,0.0005273,405,365,False,True,N/A,"S1,S2,S3,guardrail",1.2489299774169922,2.7140018939971924,16.32171893119812,3.7434802055358887,0.0,1248.9299774169922,2714.0018939971924,16321.71893119812,3743.4802055358887,0.0,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,26.090774059295654,0.00048136,374,330,False,True,N/A,"S1,S2,S3,guardrail",1.7344820499420166,7.7077860832214355,12.50697922706604,2.513619899749756,0.0,1734.4820499420166,7707.786083221436,12506.97922706604,2513.619899749756,0.0,mit_ecg,0.4,40,10400000,26000000
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,11.25524616241455,0.00038853,297,270,False,True,N/A,"S1,S2,S3,guardrail",0.5191450119018555,0.5227329730987549,2.6352531909942627,5.805043935775757,0.0,519.1450119018555,522.7329730987549,2635.2531909942627,5805.043935775757,0.0,mit_ecg,0.4,40,10400000,26000000
