baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION,1,1.0,llm_judge_score,0.973304033279419,0.0001837,1769,34,True,False,N/A,fast_path,typed_operator,,fast_path,AGGREGATE_COLUMN,True,0.9660007953643799,1769,34,0.0001837,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00032401084899902344,0.00032401084899902344,0.0,0.0,0.0,0.0,0.32401084899902344,0.32401084899902344
FLASH_FUSION,2,1.0,llm_judge_score,0.765484094619751,0.0001837,1769,34,True,False,N/A,fast_path,typed_operator,,fast_path,AGGREGATE_COLUMN,True,0.7608749866485596,1769,34,0.0001837,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0002892017364501953,0.0002892017364501953,0.0,0.0,0.0,0.0,0.2892017364501953,0.2892017364501953
FLASH_FUSION,3,0.0,llm_judge_score,1.713696002960205,0.0005379,1755,38,True,False,N/A,fast_path,typed_operator,,fast_path,AGGREGATE_COLUMN,True,1.7094578742980957,1755,38,0.0005379,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003039836883544922,0.0003039836883544922,0.0,0.0,0.0,0.0,0.3039836883544922,0.3039836883544922
FLASH_FUSION,4,1.0,llm_judge_score,4.2113001346588135,0.0001869,1775,47,True,False,N/A,fast_path,typed_operator,,fast_path,"FILTER_COMPARE,COUNT_ROWS",True,4.206161975860596,1775,47,0.0001869,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0010712146759033203,0.0010712146759033203,0.0,0.0,0.0,0.0,1.0712146759033203,1.0712146759033203
FLASH_FUSION,5,1.0,llm_judge_score,6.940185070037842,0.01028791,11522,329,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,2.222291946411133,1783,123,0.0002029,True,4.708495855331421,9739,206,0.01008501,0.0,0.0,0.0,4.708520889282227,0.004300355911254883,0.004300355911254883,0.0,0.0,0.0,4708.520889282227,4.300355911254883,4.300355911254883
FLASH_FUSION,6,0.0,llm_judge_score,9.138875246047974,0.002826576,11528,455,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,2.9240622520446777,1786,178,0.0002142,True,6.197574138641357,9742,277,0.002612376,0.0,0.0,0.0,6.197603940963745,0.012630939483642578,0.012630939483642578,0.0,0.0,0.0,6197.603940963745,12.630939483642578,12.630939483642578
FLASH_FUSION,7,1.0,llm_judge_score,3.8015589714050293,0.002244416,11524,143,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.34100985527038574,1784,6,0.0001796,True,3.4543190002441406,9740,137,0.002064816,0.0,0.0,0.0,3.4543380737304688,0.0021238327026367188,0.0021238327026367188,0.0,0.0,0.0,3454.3380737304688,2.1238327026367188,2.1238327026367188
FLASH_FUSION,8,1.0,llm_judge_score,6.421853303909302,0.002316416,11514,303,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,2.6148900985717773,1779,154,0.0002087,True,3.7916390895843506,9735,149,0.002107716,0.0,0.0,0.0,3.7916648387908936,0.010869026184082031,0.010869026184082031,0.0,0.0,0.0,3791.6648387908936,10.869026184082031,10.869026184082031
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,2.721370220184326,0.001944376,11498,69,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,0.4218430519104004,1771,6,0.0001783,True,2.29536509513855,9727,63,0.001766076,0.0,0.0,0.0,2.295384168624878,0.0,0.0,0.0,0.0,0.0,2295.384168624878,0.0,0.0
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,3.0339059829711914,0.001962996,11496,74,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,0.32318687438964844,1770,6,0.0001782,True,2.706597328186035,9726,68,0.001784796,0.0,0.0,0.0,2.7066221237182617,0.0,0.0,0.0,0.0,0.0,2706.6221237182617,0.0,0.0
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,3.749131917953491,0.002281836,11471,67,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,1.1884489059448242,1747,6,0.0005259,True,2.5568299293518066,9724,61,0.001755936,0.0,0.0,0.0,2.556838274002075,0.0,0.0,0.0,0.0,0.0,2556.838274002075,0.0,0.0
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,3.5665318965911865,0.001962616,11504,73,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,0.3787400722503662,1774,6,0.0001786,True,3.183941125869751,9730,67,0.001784016,0.0,0.0,0.0,3.183957815170288,0.0,0.0,0.0,0.0,0.0,3183.957815170288,0.0,0.0
FLASH_FUSION,13,1.0,llm_judge_score,6.565186023712158,0.0028017159999999997,11594,278,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,False,0.4359309673309326,1819,6,0.0001831,True,6.09731912612915,9775,272,0.002618616,0.0,0.0,0.0,6.097341775894165,0.027804851531982422,0.027804851531982422,0.0,0.0,0.0,6097.341775894165,27.804851531982422,27.804851531982422
FLASH_FUSION,14,1.0,llm_judge_score,6.5385401248931885,0.0028017159999999997,11594,278,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,False,0.3386859893798828,1819,6,0.0001831,True,5.8641180992126465,9775,272,0.002618616,0.0,0.0,0.0,5.864139080047607,0.331251859664917,0.331251859664917,0.0,0.0,0.0,5864.139080047607,331.251859664917,331.251859664917
FLASH_FUSION,15,1.0,llm_judge_score,6.013631105422974,0.0028091360000000003,11602,279,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,False,0.37992405891418457,1823,6,0.0001835,True,5.569721698760986,9779,273,0.002625636,0.0,0.0,0.0,5.569746971130371,0.05944681167602539,0.05944681167602539,0.0,0.0,0.0,5569.746971130371,59.44681167602539,59.44681167602539
FLASH_FUSION,16,1.0,llm_judge_score,6.099499940872192,0.002806496,11596,279,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,False,0.4834771156311035,1820,6,0.0001832,True,5.122072219848633,9776,273,0.002623296,0.0,0.0,0.0,5.1221089363098145,0.4890580177307129,0.4890580177307129,0.0,0.0,0.0,5122.108936309814,489.0580177307129,489.0580177307129
