baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION,1,1.0,llm_judge_score,16.008474111557007,0.00560224,9419,57,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,0.0,0.0,0.0,15.998990058898926,0.00036978721618652344,0.00036978721618652344,0.0,0.0,0.0,15998.990058898926,0.36978721618652344,0.36978721618652344
FLASH_FUSION,2,1.0,llm_judge_score,7.841437101364136,0.00560757,9420,63,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,0.0,0.0,0.0,7.835657835006714,0.00030994415283203125,0.00030994415283203125,0.0,0.0,0.0,7835.657835006714,0.30994415283203125,0.30994415283203125
FLASH_FUSION,3,1.0,llm_judge_score,20.615759134292603,0.0056735200000000005,9426,142,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"AGGREGATE_COLUMN,FILTER_EQ_AGGREGATE,SELECT_COLUMN",0.0,0.0,0.0,20.60817313194275,0.0017580986022949219,0.0017580986022949219,0.0,0.0,0.0,20608.17313194275,1.7580986022949219,1.7580986022949219
FLASH_FUSION,4,1.0,llm_judge_score,9.283553123474121,0.00561605,9425,70,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,COUNT_ROWS",0.0,0.0,0.0,9.276341915130615,0.0010609626770019531,0.0010609626770019531,0.0,0.0,0.0,9276.341915130615,1.0609626770019531,1.0609626770019531
FLASH_FUSION,5,1.0,llm_judge_score,17.25230121612549,0.005693249999999999,9434,161,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",0.0,0.0,0.0,17.24201798439026,0.004785299301147461,0.004785299301147461,0.0,0.0,0.0,17242.01798439026,4.785299301147461,4.785299301147461
FLASH_FUSION,6,1.0,llm_judge_score,8.80418610572815,0.00566204,9436,120,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BINARY,RANK_ROWS",0.0,0.0,0.0,8.798479080200195,0.0008931159973144531,0.0008931159973144531,0.0,0.0,0.0,8798.479080200195,0.8931159973144531,0.8931159973144531
FLASH_FUSION,7,1.0,llm_judge_score,9.14195990562439,0.005652959999999999,9434,110,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",0.0,0.0,0.0,9.13719391822815,0.0014801025390625,0.0014801025390625,0.0,0.0,0.0,9137.19391822815,1.4801025390625,1.4801025390625
FLASH_FUSION,8,0.0,llm_judge_score,23.76080894470215,0.00567272,9430,138,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS,SELECT_COLUMN",0.0,0.0,0.0,23.739866256713867,0.014525890350341797,0.014525890350341797,0.0,0.0,0.0,23739.866256713867,14.525890350341797,14.525890350341797
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,35.48921298980713,0.0056127,9422,68,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,35.48488998413086,0.0,0.0,0.0,0.0,0.0,35484.88998413086,0.0,0.0
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,10.241759061813354,0.005598679999999999,9421,51,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,10.236552238464355,0.0,0.0,0.0,0.0,0.0,10236.552238464355,0.0,0.0
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,7.863927125930786,0.00559355,9419,46,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,7.857157945632935,0.0,0.0,0.0,0.0,0.0,7857.157945632935,0.0,0.0
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,11.11173391342163,0.00560183,9425,52,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,11.106099128723145,0.0,0.0,0.0,0.0,0.0,11106.099128723145,0.0,0.0
FLASH_FUSION,13,1.0,llm_judge_score,5.336556911468506,0.00574827,9467,206,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,0.0,0.0,0.0,5.3044538497924805,0.026769161224365234,0.026769161224365234,0.0,0.0,0.0,5304.4538497924805,26.769161224365234,26.769161224365234
FLASH_FUSION,14,1.0,llm_judge_score,16.834627866744995,0.00575834,9468,218,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,0.0,0.0,0.0,16.627802848815918,0.20313501358032227,0.20313501358032227,0.0,0.0,0.0,16627.802848815918,203.13501358032227,203.13501358032227
FLASH_FUSION,15,1.0,llm_judge_score,9.532387018203735,0.00580336,9472,272,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,PREDICTIVE_PIPELINE,0.0,0.0,0.0,9.472210884094238,0.05730009078979492,0.05730009078979492,0.0,0.0,0.0,9472.210884094238,57.30009078979492,57.30009078979492
