run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms,source_file,dataset,cache_outcome_raw,cache_outcome_mismatch,stage_sum_s,unaccounted_s,unaccounted_pct,expected_stage_set,stray_stage_latency_s
1,FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,0.9661097526550292,4.199805e-05,772,25,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,0.0,0.0004490409992286,0.960043291999682,0.0002075840002362,0.0,0.0,0.0004740839995065,0.0,0.0,0.4490409992286004,960.043291999682,0.2075840002362383,0.0,0.0,0.4740839995065471,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,0.9611740009986534,0.004935751656375831,0.5108893314462016,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,14.441378116607666,4.21911e-05,772,26,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,0.0,0.0002399170007265,14.434075291001136,0.00074933399992,0.0,0.0,0.0003274999999121,0.0,0.0,0.2399170007265638,14434.075291001136,0.7493339999200543,0.0,0.0,0.3274999999121064,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,14.435392042001695,0.0059860746059712255,0.04145085432731109,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,3,1.0,llm_judge_score,4.480875015258789,5.255145e-05,915,44,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_EQ_AGGREGATE,SELECT_COLUMN",False,0.0,0,0,0.0,0.0,0.0004305839993321,4.47445929100104,0.0003042919997824,0.0,0.0,0.0013317079992702,0.0,0.0,0.4305839993321569,4474.45929100104,0.3042919997824356,0.0,0.0,1.331707999270293,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,4.476525874999425,0.0043491402593645034,0.09706006627175078,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,4,1.0,llm_judge_score,10.774554014205933,5.432895e-05,988,35,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,0.0,0.0002926249999291,10.766887791000045,0.000565500000448,0.0,0.0,0.0023089589994924,0.0,0.0,0.292624999929103,10766.887791000045,0.5655000004480826,0.0,0.0,2.308958999492461,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,10.770054874999914,0.004499139206018299,0.04175708061870882,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,5,1.0,llm_judge_score,1.8376193046569824,7.54992e-05,1139,107,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,0.0,0.0002061249997495,1.8297198339987517,0.0005449569998745,0.0,0.0,0.0038865829992573,0.0,0.0,0.2061249997495906,1829.7198339987517,0.5449569998745574,0.0,0.0,3.886582999257371,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,1.8343574989976332,0.003261805659349193,0.17750170838339419,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,6,1.0,llm_judge_score,3.901376008987427,0.0001081107,1263,245,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,0.0,0.0003839999990304,3.881297500000074,0.0006423329996323,0.0,0.0,0.0142612079998798,0.0,0.0,0.3839999990304932,3881.297500000074,0.6423329996323446,0.0,0.0,14.261207999879844,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,3.8965850409986165,0.004790967988810735,0.1228020056968104,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,hit,7,1.0,llm_judge_score,1.3200111389160156,0.00015327,899,70,True,False,,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0006761660006304,1.3078064999990602,0.0013447090004774,0.0,0.0,0.0013912499998696,0.0,0.0,0.6761660006304737,1307.8064999990602,1.344709000477451,0.0,0.0,1.3912499998696148,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit,False,1.3112186250000377,0.008792513915977906,0.6660939182072555,"cache_grounding_latency_s,cache_lookup_latency_s,cache_validation_latency_s,typed_exec_latency_s",0.0
1,FLASH_FUSION_CACHE,miss,8,1.0,llm_judge_score,7.6568591594696045,0.007404765,8764,234,True,False,,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,4.428894996643066,7032,149,0.007223385,4.428927898406982,0.000397707999582,3.2016292919997795,0.0009904580001602,0.0,0.0,0.0160450935363769,0.0,4428.927898406982,0.3977079995820531,3201.6292919997795,0.990458000160288,0.0,0.0,16.045093536376953,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,miss,False,7.647990449942881,0.00886870952672325,0.11582699044104648,"cache_lookup_latency_s,guardrail_latency_s,typed_exec_latency_s",3.20261974999994
1,FLASH_FUSION_CACHE,hit_rejected,9,1.0,guardrail_skip_expected_rejection,1.4489991664886477,3.00555e-05,536,22,False,True,,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0002583329987828,0.0,0.0,1.4448745000008785,0.0,0.0,0.0,0.0,0.258332998782862,0.0,0.0,1444.8745000008785,0.0,0.0,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit_rejected,False,1.4451328329996613,0.003866333488986351,0.26682786149253745,"cache_lookup_latency_s,cache_rejection_latency_s",0.0
1,FLASH_FUSION_CACHE,hit_rejected,10,1.0,guardrail_skip_expected_rejection,2.885486125946045,2.98143e-05,535,21,False,True,,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0002839579992723,0.0,0.0,2.8813149170000543,0.0,0.0,0.0,0.0,0.2839579992723884,0.0,0.0,2881.3149170000543,0.0,0.0,0.0,flashfusion/results/ff_hybrid_cache/FLASH_FUSION_CACHE/bus/metrics.csv,bus,hit_rejected,False,2.8815988749993267,0.003887250946718268,0.1347173674399069,"cache_lookup_latency_s,cache_rejection_latency_s",0.0
