baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms
AUTOIOT_PAPER,1,1.0,llm_judge_score,340.479768037796,0.013632559999999998,18605,8372,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",12.078906667004048,16.034036666998873,20.911356000011438,63.238340708005126,227.72034774900385,12078.906667004048,16034.036666998873,20911.356000011438,63238.340708005126,227720.34774900385
AUTOIOT_PAPER,2,1.0,llm_judge_score,270.5865058898926,0.010899709999999998,15677,6467,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",20.599112084004446,16.526592999995046,37.871824834008294,54.33138775100815,140.7724405409972,20599.112084004446,16526.592999995046,37871.824834008294,54331.38775100815,140772.4405409972
AUTOIOT_PAPER,3,1.0,llm_judge_score,316.98579716682434,0.012459800000000002,17965,7112,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",18.420381999996607,8.694440999999642,78.29368887501187,65.0639820419965,146.01169091600605,18420.381999996607,8694.440999999642,78293.68887501187,65063.982041996496,146011.69091600605
AUTOIOT_PAPER,4,1.0,llm_judge_score,430.64850878715515,0.014680690000000001,19684,8978,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",7.787183209002251,26.45722579100402,77.68609954100248,48.362213831009285,269.85669641599816,7787.183209002251,26457.22579100402,77686.09954100248,48362.213831009285,269856.69641599816
AUTOIOT_PAPER,5,0.0,llm_judge_score,489.0932569503784,0.01370876,18465,7348,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",7.488845707004657,43.18467679100286,148.47261974999856,107.94311691700568,181.5598102520089,7488.845707004657,43184.67679100286,148472.61974999856,107943.11691700568,181559.8102520089
AUTOIOT_PAPER,6,0.0,llm_judge_score,363.4976201057434,0.012842070000000002,18223,6935,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",11.366170416993555,23.8500189999977,83.66091825100011,94.09169587499491,150.04936908400123,11366.170416993555,23850.0189999977,83660.91825100011,94091.69587499491,150049.36908400123
AUTOIOT_PAPER,7,0.0,llm_judge_score,670.1219320297241,0.01953517,25789,15026,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",10.218252168000618,64.60692695799662,228.65405058299802,140.2886801259956,225.8994034990028,10218.252168000618,64606.92695799662,228654.05058299802,140288.6801259956,225899.4034990028
AUTOIOT_PAPER,8,1.0,llm_judge_score,299.4555871486664,0.009270539999999999,13186,5251,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",11.594890000997111,18.85911554100312,94.22279283298849,89.69906933399034,84.62379491700267,11594.890000997111,18859.11554100312,94222.79283298849,89699.06933399034,84623.79491700267
AUTOIOT_PAPER,9,0.0,llm_judge_score,265.4247360229492,0.00927298,13473,5726,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",13.507986083001015,31.22680945799948,79.54327095801273,73.50635516701732,67.20079700000497,13507.986083001015,31226.80945799948,79543.27095801273,73506.35516701732,67200.79700000497
AUTOIOT_PAPER,10,0.0,llm_judge_score,547.7915740013123,0.019878470000000006,24951,13887,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",17.115540667007735,28.242297875003715,103.15563091499644,84.53716945801716,314.27657737400295,17115.540667007735,28242.297875003715,103155.63091499644,84537.16945801716,314276.57737400295
