baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION,1,1.0,llm_judge_score,1.6466500759124756,0.001413984,4595,75,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,False,0.0,0,0,0.0,True,1.6458559036254883,4595,75,0.001413984,0.0,0.0,0.0,1.645873785018921,0.0004458427429199219,0.0,0.0,0.0,0.0,1645.873785018921,0.4458427429199219,0.0
FLASH_FUSION,2,1.0,llm_judge_score,1.9553368091583252,0.001413984,4595,75,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,False,0.0,0,0,0.0,True,1.9544191360473633,4595,75,0.001413984,0.0,0.0,0.0,1.9544401168823242,0.0003540515899658203,0.0,0.0,0.0,0.0,1954.4401168823242,0.3540515899658203,0.0
FLASH_FUSION,3,1.0,llm_judge_score,1.9775519371032715,0.001536444,4602,105,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_EQ_AGGREGATE,SELECT_COLUMN",False,0.0,0,0,0.0,True,1.9756760597229004,4602,105,0.001536444,0.0,0.0,0.0,1.975694179534912,0.0013248920440673828,0.0,0.0,0.0,0.0,1975.694179534912,1.3248920440673828,0.0
FLASH_FUSION,4,1.0,llm_judge_score,1.905122995376587,0.001403298,3454,94,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,True,1.903597116470337,3454,94,0.001403298,0.0,0.0,0.0,1.903615951538086,0.0009558200836181641,0.0,0.0,0.0,0.0,1903.615951538086,0.9558200836181641,0.0
FLASH_FUSION,5,1.0,llm_judge_score,2.9333810806274414,0.001846338,3462,206,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,True,2.931130886077881,3462,206,0.001846338,0.0,0.0,0.0,2.93115234375,0.0016450881958007812,0.0,0.0,0.0,0.0,2931.15234375,1.6450881958007812,0.0
FLASH_FUSION,6,0.0,llm_judge_score,6.0466368198394775,0.0025662,9114,277,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,True,6.038910150527954,9114,277,0.0025662,0.0,0.0,0.0,6.038933038711548,0.007170915603637695,0.0,0.0,0.0,0.0,6038.933038711548,7.170915603637695,0.0
FLASH_FUSION,7,1.0,llm_judge_score,2.760024070739746,0.00183339,7037,131,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,True,2.7577691078186035,7037,131,0.00183339,0.0,0.0,0.0,2.7577879428863525,0.0016751289367675781,0.0,0.0,0.0,0.0,2757.7879428863525,1.6751289367675781,0.0
FLASH_FUSION,8,1.0,llm_judge_score,3.123073101043701,0.00189969,7032,149,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,True,3.1173079013824463,7032,149,0.00189969,0.0,0.0,0.0,3.117323160171509,0.004965066909790039,0.0,0.0,0.0,0.0,3117.323160171509,4.965066909790039,0.0
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,1.5225780010223389,0.001160094,2472,52,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,0.0,0,0,0.0,True,1.5223660469055176,2472,52,0.001160094,0.0,0.0,0.0,1.5223841667175293,0.0,0.0,0.0,0.0,0.0,1522.3841667175293,0.0,0.0
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,2.4036083221435547,0.001791816,9730,69,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,False,0.0,0,0,0.0,True,2.403346061706543,9730,69,0.001791816,0.0,0.0,0.0,2.4033620357513428,0.0,0.0,0.0,0.0,0.0,2403.362035751343,0.0,0.0
