baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms,dataset,fraction,fraction_tag,sample_rows,full_rows
FLASH_FUSION,1,1.0,llm_judge_score,19.942241191864014,0.00180637,2830,173,True,False,N/A,"S1,S2,guardrail,S3,agent",1.1394219398498535,6.292315721511841,5.530898094177246,1.3825232982635498,4.7420830726623535,1139.4219398498535,6292.315721511841,5530.898094177246,1382.5232982635498,4742.0830726623535,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,2,0.0,guardrail_skip_unexpected_rejection,13.854640245437622,0.0009847599999999999,1491,133,False,True,N/A,"S1,S2,guardrail",0.9219331741333008,4.084140777587891,0.0,8.042209148406982,0.0,921.9331741333008,4084.1407775878906,0.0,8042.209148406982,0.0,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,3,1.0,llm_judge_score,15.955352783203125,0.00191155,2944,221,True,False,N/A,"S1,S2,guardrail,S3,agent",0.7363080978393555,1.980133056640625,4.468862295150757,1.1867220401763916,6.758257865905762,736.3080978393555,1980.133056640625,4468.862295150757,1186.7220401763916,6758.257865905762,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,4,1.0,llm_judge_score,43.188637018203735,0.0021805600000000002,3175,389,True,False,N/A,"S1,S2,guardrail,S3,agent",1.677670955657959,1.96539306640625,15.430352926254272,1.686110258102417,21.630422830581665,1677.670955657959,1965.39306640625,15430.352926254272,1686.110258102417,21630.422830581665,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,5,0.0,guardrail_skip_unexpected_rejection,6.836977958679199,0.00100973,1536,131,False,True,N/A,"S1,S2,guardrail",1.2850189208984375,2.971092939376831,0.0,1.745398759841919,0.0,1285.0189208984375,2971.092939376831,0.0,1745.398759841919,0.0,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,6,0.0,llm_judge_score,85.85823678970337,0.00262717,3624,619,True,False,N/A,"S1,S2,guardrail,S3,agent",2.572199821472168,9.096154928207397,50.17421817779541,1.1811470985412598,21.99989104270935,2572.199821472168,9096.154928207397,50174.21817779541,1181.1470985412598,21999.89104270935,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,7,0.0,llm_judge_score,30.664386987686157,0.00219938,3231,371,True,False,N/A,"S1,S2,guardrail,S3,agent",0.793428897857666,3.0436947345733643,18.034398078918457,1.3917922973632812,6.575296878814697,793.428897857666,3043.6947345733643,18034.398078918457,1391.7922973632812,6575.296878814697,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,8,1.0,llm_judge_score,14.579429864883423,0.0019135,2954,216,True,False,N/A,"S1,S2,guardrail,S3,agent",1.6655449867248535,1.0059738159179688,4.660845994949341,1.3177671432495117,5.142351150512695,1665.5449867248535,1005.9738159179688,4660.845994949341,1317.7671432495117,5142.351150512695,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,38.8997118473053,0.0010823599999999999,1556,208,False,True,N/A,"S1,S2,guardrail",0.8213410377502441,35.00496792793274,0.0,2.2624032497406006,0.0,821.3410377502441,35004.96792793274,0.0,2262.4032497406006,0.0,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,7.852717161178589,0.00102043,1522,155,False,True,N/A,"S1,S2,guardrail",2.5616118907928467,2.3654210567474365,0.0,2.159182071685791,0.0,2561.6118907928467,2365.4210567474365,0.0,2159.182071685791,0.0,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,13.272727966308594,0.0009402099999999999,1457,102,False,True,N/A,"S1,S2,guardrail",8.867685794830322,1.9480681419372559,0.0,1.6886637210845947,0.0,8867.685794830322,1948.0681419372559,0.0,1688.6637210845947,0.0,mit_ecg,0.2,20,5200000,26000000
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,6.480839967727661,0.00099618,1505,137,False,True,N/A,"S1,S2,guardrail",0.7977919578552246,2.7255427837371826,0.0,2.169947862625122,0.0,797.7919578552246,2725.5427837371826,0.0,2169.947862625122,0.0,mit_ecg,0.2,20,5200000,26000000
