baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms,dataset,model_under_test,judge_model,run_id,data_path,ground_truth_path
FLASH_FUSION,1,1.0,llm_judge_score,25.057566165924072,8.2e-05,415,92,True,False,N/A,"S1,S2,S3,guardrail,agent",0.7123310565948486,0.7963740825653076,1.4313619136810303,4.700117111206055,13.40123176574707,712.3310565948486,796.3740825653076,1431.3619136810303,4700.117111206055,13401.23176574707,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,2,1.0,llm_judge_score,38.434654235839844,8.984e-05,457,100,True,False,N/A,"S1,S2,S3,guardrail,agent",0.47315287590026855,13.374844074249268,4.5206458568573,3.971069097518921,11.90592098236084,473.15287590026855,13374.844074249268,4520.6458568573,3971.069097518921,11905.92098236084,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,3,1.0,llm_judge_score,23.22530484199524,0.00011625999999999999,543,146,True,False,N/A,"S1,S2,S3,guardrail,agent",1.3258943557739258,0.39210009574890137,1.2226369380950928,5.04393196105957,11.295666217803955,1325.8943557739258,392.10009574890137,1222.6369380950928,5043.93196105957,11295.666217803955,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,4,1.0,llm_judge_score,37.270179748535156,0.00010907,521,133,True,False,N/A,"S1,S2,S3,guardrail,agent",0.5622138977050781,1.4059195518493652,4.2175538539886475,4.089653015136719,23.051314115524292,562.2138977050781,1405.9195518493652,4217.5538539886475,4089.6530151367188,23051.314115524292,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,5,1.0,llm_judge_score,31.745364904403687,0.00013706000000000002,658,166,True,False,N/A,"S1,S2,S3,guardrail,agent",1.8298711776733398,0.6072628498077393,6.431433916091919,7.704592227935791,11.232262134552002,1829.8711776733398,607.2628498077393,6431.433916091919,7704.592227935791,11232.262134552002,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,6,1.0,llm_judge_score,36.06080985069275,0.00012900999999999999,588,167,True,False,N/A,"S1,S2,S3,guardrail,agent",1.7406799793243408,1.6820709705352783,9.445656061172485,7.507128000259399,11.746372938156128,1740.6799793243408,1682.0709705352783,9445.656061172485,7507.128000259399,11746.372938156128,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,7,0.0,llm_judge_score,31.09812593460083,0.00015774999999999999,670,221,True,False,N/A,"S1,S2,S3,guardrail,agent",1.8437221050262451,1.4431030750274658,6.54735803604126,5.30800986289978,12.01938772201538,1843.7221050262451,1443.1030750274658,6547.35803604126,5308.00986289978,12019.38772201538,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,8,1.0,llm_judge_score,30.911418914794922,0.00010207,486,125,True,False,N/A,"S1,S2,S3,guardrail,agent",4.742172956466675,3.5686850547790527,2.982189178466797,3.8992180824279785,11.73645806312561,4742.172956466675,3568.6850547790527,2982.189178466797,3899.2180824279785,11736.45806312561,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,16.808382987976074,7.946e-05,213,154,False,True,N/A,"S1,S2,S3,guardrail",0.7684142589569092,4.645272254943848,3.084113121032715,4.368896007537842,0.0,768.4142589569092,4645.272254943848,3084.113121032715,4368.896007537842,0.0,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,13.616738080978394,6.581e-05,178,127,False,True,N/A,"S1,S2,S3,guardrail",0.6699318885803223,1.0395162105560303,2.281903028488159,5.808579921722412,0.0,669.9318885803223,1039.5162105560303,2281.903028488159,5808.579921722412,0.0,mit_ecg,google/gemma-4-31b-it,meta-llama/llama-3.3-70b-instruct,run_3,/Users/kausar/Documents/research/flash-fusion/data/AutoIOT_dataset/ECG.0/MIT_arrythmia_v1.txt,/Users/kausar/Documents/research/flash-fusion/flashfusion/eval/ground_truth/ground_truth_mit_ecg.json
