baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms,dataset,fraction,fraction_tag,sample_rows,full_rows
FLASH_FUSION,1,1.0,llm_judge_score,7.556969165802002,0.00036391999999999994,503,85,True,False,N/A,"S1,S2,S3,guardrail,agent",0.6277623176574707,1.0843110084533691,2.409450054168701,0.47188472747802734,2.9600882530212402,627.7623176574707,1084.3110084533691,2409.450054168701,471.88472747802734,2960.0882530212402,bus,0.4,40,487,1219
FLASH_FUSION,2,1.0,llm_judge_score,11.545095920562744,0.00040567,551,102,True,False,N/A,"S1,S2,S3,guardrail,agent",0.594473123550415,2.0366268157958984,1.871938943862915,0.3826889991760254,6.655249118804932,594.473123550415,2036.6268157958984,1871.938943862915,382.6889991760254,6655.249118804932,bus,0.4,40,487,1219
FLASH_FUSION,3,1.0,llm_judge_score,22.342886924743652,0.00057109,743,168,True,False,N/A,"S1,S2,S3,guardrail,agent",0.6951920986175537,1.9593729972839355,7.301371335983276,7.504601955413818,4.87753963470459,695.1920986175537,1959.3729972839355,7301.371335983276,7504.601955413818,4877.53963470459,bus,0.4,40,487,1219
FLASH_FUSION,4,1.0,llm_judge_score,11.779139995574951,0.00050791,656,153,True,False,N/A,"S1,S2,S3,guardrail,agent",1.9514691829681396,1.666991949081421,3.615602970123291,0.5836737155914307,3.9582321643829346,1951.4691829681396,1666.991949081421,3615.602970123291,583.6737155914307,3958.2321643829346,bus,0.4,40,487,1219
FLASH_FUSION,5,1.0,llm_judge_score,18.769912004470825,0.00096821,1080,419,True,False,N/A,"S1,S2,S3,guardrail,agent",1.333085298538208,2.5591049194335938,4.279594898223877,2.1705949306488037,8.422388076782227,1333.085298538208,2559.1049194335938,4279.594898223877,2170.5949306488037,8422.388076782227,bus,0.4,40,487,1219
FLASH_FUSION,6,0.0,llm_judge_score,22.890503883361816,0.0008076100000000001,935,324,True,False,N/A,"S1,S2,S3,guardrail,agent",1.1856069564819336,0.7253491878509521,11.448689222335815,0.27141404151916504,9.254645109176636,1185.6069564819336,725.3491878509521,11448.689222335815,271.41404151916504,9254.645109176636,bus,0.4,40,487,1219
FLASH_FUSION,7,0.0,llm_judge_score,39.97435808181763,0.0008729199999999999,1039,329,True,False,N/A,"S1,S2,S3,guardrail,agent",1.5034067630767822,9.026263952255249,16.365662813186646,0.5606129169464111,12.514671087265015,1503.4067630767822,9026.263952255249,16365.662813186646,560.6129169464111,12514.671087265015,bus,0.4,40,487,1219
FLASH_FUSION,8,0.0,llm_judge_score,25.712576866149902,0.0010591399999999999,1206,440,True,False,N/A,"S1,S2,S3,guardrail,agent",0.8639030456542969,3.2659850120544434,10.00360918045044,0.5424549579620361,11.032101154327393,863.9030456542969,3265.9850120544434,10003.60918045044,542.4549579620361,11032.101154327393,bus,0.4,40,487,1219
FLASH_FUSION,9,0.0,llm_judge_score,30.773695945739746,0.00086831,908,421,True,False,N/A,"S1,S2,S3,guardrail,agent",0.9681699275970459,3.4022648334503174,16.594002962112427,0.4251730442047119,9.37989592552185,968.1699275970459,3402.2648334503174,16594.002962112427,425.1730442047119,9379.89592552185,bus,0.4,40,487,1219
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,18.284849882125854,0.00047766,353,341,False,True,N/A,"S1,S2,S3,guardrail",1.2046918869018555,7.5065929889678955,8.584189176559448,0.9848129749298096,0.0,1204.6918869018555,7506.5929889678955,8584.189176559448,984.8129749298096,0.0,bus,0.4,40,487,1219
FLASH_FUSION,11,0.0,llm_judge_score,26.587289094924927,0.0009687700000000001,1093,410,True,False,N/A,"S1,S2,S3,guardrail,agent",1.136821985244751,5.7410361766815186,5.556565046310425,0.6672780513763428,13.478721141815186,1136.821985244751,5741.036176681519,5556.565046310425,667.2780513763428,13478.721141815186,bus,0.4,40,487,1219
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,28.010724306106567,0.00059771,444,425,False,True,N/A,"S1,S2,S3,guardrail",6.451946973800659,11.489327907562256,7.731518983840942,2.3340859413146973,0.0,6451.946973800659,11489.327907562256,7731.518983840942,2334.0859413146973,0.0,bus,0.4,40,487,1219
