baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION,1,0.0,llm_judge_score,0.0,0.0,0,0,False,False,N/A,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLASH_FUSION,2,1.0,llm_judge_score,3.3653528690338135,0.00504929,8451,80,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,0.0,0.0,0.0,3.3601300716400146,0.00013399124145507812,0.00013399124145507812,0.0,0.0,0.0,3360.1300716400146,0.13399124145507812,0.13399124145507812
FLASH_FUSION,3,1.0,llm_judge_score,2.577317237854004,0.00510181,8457,142,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"AGGREGATE_COLUMN,FILTER_EQ_AGGREGATE,SELECT_COLUMN",0.0,0.0,0.0,2.5722038745880127,0.0017578601837158203,0.0017578601837158203,0.0,0.0,0.0,2572.2038745880127,1.7578601837158203,1.7578601837158203
FLASH_FUSION,4,1.0,llm_judge_score,62.00679683685303,0.00506725,8456,99,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,COUNT_ROWS",0.0,0.0,0.0,61.99928331375122,0.0009601116180419922,0.0009601116180419922,0.0,0.0,0.0,61999.28331375122,0.9601116180419922,0.9601116180419922
FLASH_FUSION,5,1.0,llm_judge_score,4.1830079555511475,0.005131019999999999,8465,173,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",0.0,0.0,0.0,4.175282955169678,0.0023050308227539062,0.0023050308227539062,0.0,0.0,0.0,4175.282955169678,2.3050308227539062,2.3050308227539062
FLASH_FUSION,6,1.0,llm_judge_score,20.14567494392395,0.005868369999999999,9459,364,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,0.0,0.0,0.0,6.2766432762146,0.0,13.864083051681519,0.0,0.0,0.0,6276.6432762146,0.0,13864.083051681519
FLASH_FUSION,7,1.0,llm_judge_score,5.445343017578125,0.0051090499999999995,8484,131,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",0.0,0.0,0.0,5.438886880874634,0.0018718242645263672,0.0018718242645263672,0.0,0.0,0.0,5438.886880874634,1.8718242645263672,1.8718242645263672
FLASH_FUSION,8,1.0,llm_judge_score,35.59634828567505,0.00581158,9423,319,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,0.0,0.0,0.0,31.023949146270752,0.0,4.566989898681641,0.0,0.0,0.0,31023.949146270752,0.0,4566.989898681641
FLASH_FUSION,9,1.0,guardrail_skip_expected_rejection,10.337857007980347,0.005031709999999999,8452,57,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,10.33394193649292,0.0,0.0,0.0,0.0,0.0,10333.94193649292,0.0,0.0
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,3.25911808013916,0.005046079999999999,8471,61,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,3.253711223602295,0.0,0.0,0.0,0.0,0.0,3253.711223602295,0.0,0.0
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,1.157477855682373,0.00503068,8469,43,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,1.1534512042999268,0.0,0.0,0.0,0.0,0.0,1153.4512042999268,0.0,0.0
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,12.32837986946106,0.0050319,8455,55,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,12.32436203956604,0.0,0.0,0.0,0.0,0.0,12324.36203956604,0.0,0.0
FLASH_FUSION,13,1.0,llm_judge_score,0.01712489128112793,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.010771751403808594,0.010771751403808594,0.0,0.0,0.0,0.0,10.771751403808594,10.771751403808594
FLASH_FUSION,14,1.0,llm_judge_score,0.2116682529449463,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.20835304260253906,0.20835304260253906,0.0,0.0,0.0,0.0,208.35304260253906,208.35304260253906
FLASH_FUSION,15,1.0,llm_judge_score,0.004576921463012695,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.0017881393432617188,0.0017881393432617188,0.0,0.0,0.0,0.0,1.7881393432617188,1.7881393432617188
FLASH_FUSION,16,1.0,llm_judge_score,0.3122990131378174,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.30985188484191895,0.30985188484191895,0.0,0.0,0.0,0.0,309.85188484191895,309.85188484191895
