baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms
AUTOIOT_PAPER,1,1.0,llm_judge_score,403.2653441429138,0.01677204,23873,7992,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",10.679539374999877,9.150461125995207,143.3391561679964,158.42819229199813,81.66748458200163,10679.539374999877,9150.461125995207,143339.1561679964,158428.19229199813,81667.48458200163
AUTOIOT_PAPER,2,1.0,llm_judge_score,423.24710297584534,0.01853037,27163,8252,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",7.592959333000181,29.482552125999064,203.61320608200185,92.30621929198969,90.23491775099683,7592.959333000181,29482.552125999064,203613.20608200185,92306.21929198969,90234.91775099683
AUTOIOT_PAPER,3,0.0,llm_judge_score,441.2554860115051,0.02006094,28442,10245,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",8.116937083992525,32.5496670010034,162.58037537500059,72.93036204300006,165.07081250000192,8116.937083992525,32549.6670010034,162580.37537500059,72930.36204300006,165070.81250000192
AUTOIOT_PAPER,4,1.0,llm_judge_score,339.13334012031555,0.011279019999999999,17785,5134,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",18.119828457995027,49.07137800000055,73.52870225099468,134.20678712398512,64.20041641699208,18119.828457995027,49071.37800000055,73528.70225099468,134206.78712398512,64200.416416992084
AUTOIOT_PAPER,5,0.0,llm_judge_score,450.9825839996338,0.0264334,37106,13839,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",9.506277208005486,20.21851066599629,137.0056398749948,82.11665437200281,202.12766441699205,9506.277208005486,20218.51066599629,137005.6398749948,82116.65437200281,202127.66441699205
AUTOIOT_PAPER,6,1.0,llm_judge_score,239.08143281936646,0.01286464,19009,6339,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",10.988682333001634,13.082367917006195,50.688201625001966,96.32295933400019,67.99343633399985,10988.682333001634,13082.367917006195,50688.201625001966,96322.95933400019,67993.43633399985
AUTOIOT_PAPER,7,1.0,llm_judge_score,476.2672030925751,0.02472813,33616,11628,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",9.056734916994174,12.713693707999482,158.80762741700164,56.0616096689846,237.63841954199597,9056.734916994174,12713.693707999482,158807.62741700164,56061.6096689846,237638.41954199597
AUTOIOT_PAPER,8,1.0,llm_judge_score,291.911119222641,0.012968699999999998,18374,6676,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",17.006757208990166,32.334860499999195,65.03031620700494,41.18885958300962,136.34456483300164,17006.757208990166,32334.860499999195,65030.316207004944,41188.85958300962,136344.56483300164
AUTOIOT_PAPER,9,0.0,llm_judge_score,797.0275030136108,0.029285280000000007,39052,18444,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",10.078589749995444,31.579884209008014,220.67309479200048,247.09916595699906,287.63539370899525,10078.589749995444,31579.884209008014,220673.09479200048,247099.16595699906,287635.39370899525
AUTOIOT_PAPER,10,0.0,llm_judge_score,274.0285379886627,0.013464650000000002,20823,5649,True,False,N/A,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select",8.70280045799882,39.8067366670075,101.5976091650009,37.71850283299136,86.20707741699152,8702.80045799882,39806.7366670075,101597.6091650009,37718.50283299136,86207.07741699152
