baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION,1,1.0,llm_judge_score,1.8914868831634521,0.0050605,8470,80,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,0.0,0.0,0.0,1.8762309551239014,0.0005257129669189453,0.0005257129669189453,0.0,0.0,0.0,1876.2309551239014,0.5257129669189453,0.5257129669189453
FLASH_FUSION,2,1.0,llm_judge_score,3.567553997039795,0.0050605,8470,80,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,0.0,0.0,0.0,3.561784029006958,0.0004978179931640625,0.0004978179931640625,0.0,0.0,0.0,3561.784029006958,0.4978179931640625,0.4978179931640625
FLASH_FUSION,3,1.0,llm_judge_score,23.768130779266357,0.00511302,8476,142,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"AGGREGATE_COLUMN,FILTER_EQ_AGGREGATE,SELECT_COLUMN",0.0,0.0,0.0,23.761484146118164,0.002630949020385742,0.002630949020385742,0.0,0.0,0.0,23761.484146118164,2.630949020385742,2.630949020385742
FLASH_FUSION,4,1.0,llm_judge_score,4.465595006942749,0.00507846,8475,99,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,COUNT_ROWS",0.0,0.0,0.0,4.459505319595337,0.0010151863098144531,0.0010151863098144531,0.0,0.0,0.0,4459.505319595337,1.0151863098144531,1.0151863098144531
FLASH_FUSION,5,1.0,llm_judge_score,6.563597917556763,0.005148549999999999,8484,181,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",0.0,0.0,0.0,6.556778192520142,0.0021469593048095703,0.0021469593048095703,0.0,0.0,0.0,6556.778192520142,2.1469593048095703,2.1469593048095703
FLASH_FUSION,6,0.0,llm_judge_score,60.91825795173645,0.005978249999999999,9668,347,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,0.0,0.0,0.0,54.90991187095642,0.0,6.00251317024231,0.0,0.0,0.0,54909.91187095642,0.0,6002.51317024231
FLASH_FUSION,7,1.0,llm_judge_score,20.888381958007812,0.0051090499999999995,8484,131,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",0.0,0.0,0.0,20.880615949630737,0.002530813217163086,0.002530813217163086,0.0,0.0,0.0,20880.615949630737,2.530813217163086,2.530813217163086
FLASH_FUSION,8,0.0,llm_judge_score,104.54644393920898,0.005114629999999999,8464,153,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",0.0,0.0,0.0,104.53426098823547,0.0062808990478515625,0.0062808990478515625,0.0,0.0,0.0,104534.26098823547,6.2808990478515625,6.2808990478515625
FLASH_FUSION,9,0.0,llm_judge_score,19.198116302490234,0.005213209999999999,8453,286,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BINARY,PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",0.0,0.0,0.0,19.184521198272705,0.008402347564697266,0.008402347564697266,0.0,0.0,0.0,19184.521198272705,8.402347564697266,8.402347564697266
FLASH_FUSION,10,1.0,guardrail_skip_expected_rejection,9.48792290687561,0.0050342799999999995,8451,61,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,9.48380184173584,0.0,0.0,0.0,0.0,0.0,9483.80184173584,0.0,0.0
FLASH_FUSION,11,1.0,guardrail_skip_expected_rejection,3.7624199390411377,0.00501809,8449,42,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,3.757844924926758,0.0,0.0,0.0,0.0,0.0,3757.844924926758,0.0,0.0
FLASH_FUSION,12,1.0,guardrail_skip_expected_rejection,3.6412911415100098,0.00503012,8456,52,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,0.0,0.0,0.0,3.636620044708252,0.0,0.0,0.0,0.0,0.0,3636.620044708252,0.0,0.0
FLASH_FUSION,13,1.0,llm_judge_score,0.021235942840576172,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.01325535774230957,0.01325535774230957,0.0,0.0,0.0,0.0,13.25535774230957,13.25535774230957
FLASH_FUSION,14,1.0,llm_judge_score,0.21204710006713867,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.20886707305908203,0.20886707305908203,0.0,0.0,0.0,0.0,208.86707305908203,208.86707305908203
FLASH_FUSION,15,1.0,llm_judge_score,0.023954153060913086,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.021442890167236328,0.021442890167236328,0.0,0.0,0.0,0.0,21.442890167236328,21.442890167236328
FLASH_FUSION,16,1.0,llm_judge_score,0.33178281784057617,0.0,0,0,True,False,N/A,"plan_bypass_predictive,plan_validated,typed_exec",typed_operator,,predictive_template,PREDICTIVE_PIPELINE,0.0,0.0,0.0,0.0,0.3289210796356201,0.3289210796356201,0.0,0.0,0.0,0.0,328.9210796356201,328.9210796356201
