run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,AUTOIOT_PAPER,1,1.0,llm_judge_score,115.58753108978271,0.0155858099999999,20027,4772,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,2,0.0,llm_judge_score,67.08097720146179,0.01352125,17536,4019,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,3,1.0,llm_judge_score,67.27006006240845,0.01361667,17604,4089,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,4,0.0,llm_judge_score,88.52254986763,0.01625341,20402,5337,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,5,0.0,llm_judge_score,94.87501788139345,0.01810231,22336,6233,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,6,1.0,llm_judge_score,106.98109292984007,0.01958354,25346,5860,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,7,1.0,llm_judge_score,112.846293926239,0.01998778,22598,8424,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,8,0.0,llm_judge_score,128.5099639892578,0.01900349,24632,5659,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,9,0.0,llm_judge_score,166.26356291770935,0.02414711,28689,9140,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,10,1.0,llm_judge_score,211.32734298706055,0.02378682,26339,10439,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,11,0.0,llm_judge_score,153.18639516830444,0.0200640399999999,24958,6758,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
1,AUTOIOT_PAPER,12,0.0,llm_judge_score,153.98712491989136,0.0200665199999999,23571,7797,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,1,0.0,llm_judge_score,117.13242077827454,0.01226762,12993,5825,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,2,1.0,llm_judge_score,93.95680499076845,0.00954775,9398,5067,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,3,0.0,llm_judge_score,215.68950414657593,0.01489323,15661,7156,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,4,1.0,llm_judge_score,95.79382109642027,0.0103079,10436,5254,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,5,0.0,llm_judge_score,119.34295773506165,0.0162995299999999,16569,8258,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,6,1.0,llm_judge_score,175.91854906082153,0.01440462,14158,7660,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,7,0.0,llm_judge_score,223.8678858280182,0.01780702,17054,9804,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,8,0.0,llm_judge_score,129.57738614082336,0.0145060299999999,14990,7167,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,9,0.0,llm_judge_score,30.14449191093445,0.00823107,6138,5835,False,False,,timeout
2,AUTOIOT_PAPER,10,0.0,llm_judge_score,30.179193019866943,0.00706761,5264,5015,False,False,,timeout
2,AUTOIOT_PAPER,11,0.0,llm_judge_score,112.14902019500732,0.01140041,10539,6560,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
2,AUTOIOT_PAPER,12,0.0,llm_judge_score,256.5586590766907,0.02050476,18283,12301,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,1,1.0,llm_judge_score,164.49211025238037,0.0146787699999999,14940,7423,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,2,1.0,llm_judge_score,132.33667731285095,0.0126286199999999,12926,6332,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,3,0.0,llm_judge_score,134.94637894630432,0.01210864,12595,5921,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,4,0.0,llm_judge_score,103.46186709403992,0.0112998099999999,11358,5821,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,5,1.0,llm_judge_score,199.40644216537476,0.01524125,14940,8135,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,6,0.0,llm_judge_score,120.7369420528412,0.0130041799999999,12881,6841,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,7,0.0,llm_judge_score,148.67175388336182,0.01536006,15132,8142,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,8,1.0,llm_judge_score,130.53837895393372,0.01215083,12941,5716,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,9,0.0,llm_judge_score,135.35219311714172,0.01521436,14557,8387,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,10,0.0,llm_judge_score,294.8493101596832,0.01744649,16301,9910,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
3,AUTOIOT_PAPER,11,0.0,llm_judge_score,30.00718688964844,0.00766234,4846,6080,False,False,,timeout
3,AUTOIOT_PAPER,12,0.0,llm_judge_score,3985.385750055313,0.0195399799999999,18675,10787,True,False,,"autoiot_terms,autoiot_search_queries,autoiot_retrieval,autoiot_design_high,autoiot_design_detail,autoiot_module_gen,autoiot_code_integration,autoiot_agent_loop,autoiot_select"
