run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,HARGPT_PAPER,1,0.0,llm_judge_score,7.034130096435547,0.00035622,265,253,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,2,0.0,llm_judge_score,6.726588010787964,0.0002227,269,81,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,3,0.0,llm_judge_score,7.191319942474365,0.0003649,269,261,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,4,0.0,llm_judge_score,7.433397054672241,0.00030308,270,182,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,5,0.0,llm_judge_score,8.690438985824585,0.00060167,282,551,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,6,0.0,llm_judge_score,5.25136399269104,0.00062856,270,594,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,7,0.0,llm_judge_score,7.7523791790008545,0.00039334,269,297,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,8,0.0,llm_judge_score,8.704072952270508,0.00054265,269,486,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,9,0.0,llm_judge_score,8.161855936050415,0.00059123,271,546,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,10,1.0,llm_judge_score,3.0829620361328125,0.00028669,269,162,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,11,1.0,llm_judge_score,3.9627487659454346,0.00040361,269,310,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,12,1.0,llm_judge_score,8.143733978271484,0.00050295,270,435,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,1,0.0,llm_judge_score,7.545485973358154,0.00046603,265,392,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,2,0.0,llm_judge_score,7.033531904220581,0.00032461,269,210,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,3,0.0,llm_judge_score,7.227427005767822,0.00045101,269,370,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,4,0.0,llm_judge_score,6.739070177078247,0.00033626,270,224,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,5,0.0,llm_judge_score,7.412669897079468,0.00048712,282,406,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,6,0.0,llm_judge_score,6.611471891403198,0.0012897899999999,270,1431,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,7,0.0,llm_judge_score,7.386309146881104,0.00042336,269,335,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,8,0.0,llm_judge_score,9.467373847961426,0.0008373199999999,269,859,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,9,0.0,llm_judge_score,8.001126050949097,0.0005201299999999,271,456,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,10,1.0,llm_judge_score,3.046036958694458,0.00032698,269,213,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,11,1.0,llm_judge_score,3.603247880935669,0.00039176,269,295,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,12,1.0,llm_judge_score,8.125823974609375,0.00056694,270,516,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
3,HARGPT_PAPER,1,0.0,llm_judge_score,6.785562992095947,0.00031277,265,198,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
3,HARGPT_PAPER,2,0.0,llm_judge_score,6.936145782470703,0.0002227,269,81,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
