run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,AUTOIOT_ONLY,1,1.0,llm_judge_score,8.961055994033813,0.00010194,146,20,True,False,,agent
1,AUTOIOT_ONLY,2,1.0,llm_judge_score,8.960535049438477,0.0001076499999999,153,22,True,False,,agent
1,AUTOIOT_ONLY,3,1.0,llm_judge_score,9.072597980499268,0.00011318,153,29,True,False,,agent
1,AUTOIOT_ONLY,4,1.0,llm_judge_score,9.517856121063232,0.0001171199999999,157,31,True,False,,agent
1,AUTOIOT_ONLY,5,0.0,llm_judge_score,8.46769905090332,0.00013089,179,32,True,False,,agent
1,AUTOIOT_ONLY,6,0.0,llm_judge_score,9.408591985702516,0.0001107999999999,157,23,True,False,,agent
1,AUTOIOT_ONLY,7,0.0,llm_judge_score,9.08369278907776,0.0001748,153,107,True,False,,agent
1,AUTOIOT_ONLY,8,1.0,llm_judge_score,8.71023416519165,0.0001115999999999,153,27,True,False,,agent
1,AUTOIOT_ONLY,9,0.0,llm_judge_score,8.935487985610962,0.0001214599999999,159,35,True,False,,agent
1,AUTOIOT_ONLY,10,1.0,llm_judge_score,17.22622275352478,0.00029135,301,144,True,False,,agent
1,AUTOIOT_ONLY,11,1.0,llm_judge_score,8.921344995498657,0.00023321,252,107,True,False,,agent
1,AUTOIOT_ONLY,12,0.0,llm_judge_score,26.36142587661743,0.00037726,302,252,True,False,,agent
2,AUTOIOT_ONLY,1,1.0,llm_judge_score,9.096330881118774,0.00010194,146,20,True,False,,agent
2,AUTOIOT_ONLY,2,1.0,llm_judge_score,8.64656686782837,0.0001076499999999,153,22,True,False,,agent
2,AUTOIOT_ONLY,3,1.0,llm_judge_score,8.549999237060547,0.00011318,153,29,True,False,,agent
2,AUTOIOT_ONLY,4,1.0,llm_judge_score,9.235273122787476,0.00011554,157,29,True,False,,agent
2,AUTOIOT_ONLY,5,0.0,llm_judge_score,8.700416088104248,0.00013089,179,32,True,False,,agent
2,AUTOIOT_ONLY,6,0.0,llm_judge_score,9.218453884124756,0.0001107999999999,157,23,True,False,,agent
2,AUTOIOT_ONLY,7,0.0,llm_judge_score,9.193169355392456,0.00012898,153,49,True,False,,agent
2,AUTOIOT_ONLY,8,1.0,llm_judge_score,8.638046979904175,0.0001115999999999,153,27,True,False,,agent
2,AUTOIOT_ONLY,9,0.0,llm_judge_score,8.807729959487915,0.0001262,159,41,True,False,,agent
2,AUTOIOT_ONLY,10,1.0,llm_judge_score,8.734264612197876,0.00013528,161,51,True,False,,agent
2,AUTOIOT_ONLY,11,1.0,llm_judge_score,9.257203817367554,0.00019213,252,55,True,False,,agent
2,AUTOIOT_ONLY,12,0.0,llm_judge_score,25.81366991996765,0.00037647,302,251,True,False,,agent
3,AUTOIOT_ONLY,1,1.0,llm_judge_score,8.897011995315552,0.00010194,146,20,True,False,,agent
3,AUTOIOT_ONLY,2,1.0,llm_judge_score,8.755776166915894,0.0001076499999999,153,22,True,False,,agent
3,AUTOIOT_ONLY,3,1.0,llm_judge_score,8.341917991638184,0.00011318,153,29,True,False,,agent
3,AUTOIOT_ONLY,4,1.0,llm_judge_score,9.312437057495115,0.00011554,157,29,True,False,,agent
3,AUTOIOT_ONLY,5,0.0,llm_judge_score,8.67172908782959,0.00013089,179,32,True,False,,agent
3,AUTOIOT_ONLY,6,1.0,llm_judge_score,8.882850170135498,0.0001107999999999,157,23,True,False,,agent
3,AUTOIOT_ONLY,7,1.0,llm_judge_score,9.059627056121826,0.00022038,170,152,True,False,,agent
3,AUTOIOT_ONLY,8,1.0,llm_judge_score,8.203212022781372,0.0001115999999999,153,27,True,False,,agent
3,AUTOIOT_ONLY,9,0.0,llm_judge_score,8.497779130935669,0.0001262,159,41,True,False,,agent
3,AUTOIOT_ONLY,10,0.0,llm_judge_score,16.035460233688354,0.00036425,292,243,True,False,,agent
3,AUTOIOT_ONLY,11,1.0,llm_judge_score,8.41117000579834,0.00019213,252,55,True,False,,agent
3,AUTOIOT_ONLY,12,0.0,llm_judge_score,24.97811007499695,0.00041913,302,305,True,False,,agent
